lambda,mu1,theta,c,Empirical_Optimal_Cost,Empirical_Optimal_Cost_Std,Approx_Optimal_Cost,Empirical_Optimal_Mu2,Approx_Optimal_Mu2,Empirical_Optimal_Rho,Approx_Optimal_Rho,Mismatch_cost,Rel Mismatch Cost
0.3,1,1.2,1,1.225792463,0.004630798,2.257474461,0.729825649,0.760798816,0.351284817,0.336983529,-0.004355108,-0.003552892
0.3,1,1.5,1,1.212561404,0.004714485,2.247333521,0.722208389,0.754240657,0.350442435,0.3355593,-0.005006155,-0.004128579
0.3,1,2,1,1.199384157,0.004522671,2.235225526,0.72735454,0.746407736,0.342586007,0.333840976,-0.001357347,-0.001131703
0.3,1,4,1,1.170034582,0.003911328,2.211712482,0.707477146,0.731201298,0.341534716,0.33045347,-0.00193124,-0.001650584
0.3,1.2,1.1,1,1.262460158,0.005363075,2.289209168,0.754842041,0.7812284,0.353249999,0.341318813,-0.003317248,-0.002627606
0.3,1.2,1.2,1,1.256995277,0.005073365,2.285464635,0.763037385,0.778828699,0.347871632,0.340818283,-0.002888841,-0.002298211
0.3,1.2,1.5,1,1.245528624,0.005665908,2.276065129,0.759724313,0.772798864,0.34539554,0.339551987,-0.001812906,-0.001455531
0.3,1.2,2,1,1.231340785,0.004950718,2.264606469,0.735606613,0.765439482,0.351697807,0.337990447,-0.002582006,-0.002096906
0.3,1.2,4,1,1.203621805,0.004548305,2.241575448,0.721283388,0.750635014,0.348422843,0.334798675,-0.002328269,-0.001934386
0.5,0.5,1.1,1,1.299973113,0.004904089,2.341065285,0.782124431,0.82338204,0.370545605,0.351978494,-0.006222654,-0.004786756
0.5,0.5,1.2,1,1.292708677,0.004613704,2.334315173,0.779063356,0.818762475,0.368882326,0.350996426,-0.00341866,-0.002644571
0.5,0.5,1.5,1,1.272787973,0.004997089,2.318183084,0.763081925,0.807758681,0.369054999,0.348642738,-0.004389402,-0.003448651
0.5,0.5,2,1,1.250949589,0.004603302,2.29996377,0.748603555,0.795391707,0.367595921,0.345972444,-0.007139652,-0.005707386
0.5,0.5,4,1,1.213624253,0.004251598,2.267541719,0.722582531,0.773536335,0.365244008,0.341184929,-0.005632923,-0.004641406
0.5,0.7,1.1,1,1.439264137,0.005549607,2.475733932,0.865812466,0.919904653,0.394227559,0.37104621,-0.005676521,-0.003944044
0.5,0.7,1.2,1,1.430785777,0.005402848,2.468311743,0.856423994,0.914757106,0.395263077,0.370057561,-0.00671969,-0.004696503
0.5,0.7,1.5,1,1.410857327,0.006107997,2.450325814,0.857946739,0.902321185,0.386668912,0.367653267,-0.006138331,-0.004350781
0.5,0.7,2,1,1.385687435,0.005229416,2.429558686,0.847149879,0.886570386,0.382469369,0.365463233,-0.006647105,-0.004796973
0.5,0.7,4,1,1.339796219,0.004597187,2.391254721,0.82054596,0.860439073,0.377782965,0.36026756,-0.006744763,-0.005034171
0.5,0.9,1.1,1,1.535393153,0.006074181,2.566458668,0.937565952,0.983565926,0.401762539,0.382972679,-0.003770457,-0.002455695
0.5,0.9,1.2,1,1.526854525,0.005902322,2.558908153,0.930976695,0.978357973,0.401491788,0.382047786,-0.005207049,-0.003410311
0.5,0.9,1.5,1,1.504978173,0.005487941,2.540388046,0.915601462,0.965605001,0.40050491,0.379764894,-0.004984009,-0.003311682
0.5,0.9,2,1,1.480044486,0.006327288,2.518582193,0.916691869,0.95063466,0.391014438,0.377053111,-0.003921423,-0.00264953
0.5,0.9,4,1,1.428804534,0.005805331,2.477024386,0.895169763,0.922262896,0.38307432,0.371820823,-0.009324787,-0.006526286
0.5,1,1.1,1,1.572709399,0.006511777,2.601484835,0.965748642,1.007813335,0.404095308,0.387228945,-0.005425652,-0.003449876
0.5,1,1.2,1,1.564806375,0.006315257,2.593984826,0.959171342,1.002672469,0.403869162,0.386347225,-0.005799335,-0.003706104
0.5,1,1.5,1,1.542671363,0.006248553,2.575486391,0.945355592,0.990003212,0.402298134,0.384155108,-0.007247887,-0.00469827
0.5,1,2,1,1.516950506,0.005606214,2.55350991,0.960807163,0.974980478,0.387149774,0.381521769,-0.007068283,-0.004659534
0.5,1,4,1,1.465465272,0.006020915,2.510982705,0.924522873,0.946034492,0.385105114,0.376348315,-0.008309693,-0.005670345
0.5,1.2,1.1,1,1.633627415,0.006263271,2.657453345,1.012610978,1.045963232,0.406535164,0.393572123,-0.003758094,-0.00230046
0.5,1.2,1.2,1,1.622679392,0.005374395,2.650190401,1.006176145,1.041061825,0.406401251,0.392782863,-0.006417883,-0.003955115
0.5,1.2,1.5,1,1.602855801,0.007046977,2.632090458,0.990996196,1.028837284,0.405715941,0.39079353,-0.001201538,-0.000749623
0.5,1.2,2,1,1.577787618,0.006909358,2.610224941,0.973415952,1.014064273,0.40456911,0.388352134,-0.007867268,-0.004986266
0.5,1.2,4,1,1.526644588,0.006245188,2.566678843,0.930718479,0.984686974,0.4056167,0.383385754,-0.004270251,-0.002797148
0.1,0.5,1.1,1.5,0.789684179,0.002473772,2.312082529,0.430927107,0.450538681,0.203724677,0.194856711,-0.001092015,-0.00138285
0.1,0.5,1.2,1.5,0.787621379,0.002604094,2.310674184,0.431574839,0.449703941,0.202792557,0.194617296,-0.001465995,-0.001861294
0.1,0.5,1.5,1.5,0.783156861,0.002265094,2.307313905,0.436877777,0.447712612,0.198857427,0.194044993,-0.001747019,-0.00223074
0.1,0.5,2,1.5,0.778287373,0.002332868,2.303535468,0.422462127,0.445474137,0.203934417,0.193399707,-0.001771887,-0.002276649
0.1,0.5,4,1.5,0.76891429,0.002294319,2.296882369,0.417275864,0.441534586,0.203436197,0.192259038,-0.002378828,-0.003093749
0.1,0.7,1.1,1.5,0.814440678,0.002838718,2.333179158,0.449651299,0.463045952,0.204319315,0.198408916,-0.002662354,-0.003268935
0.1,0.7,1.2,1.5,0.812358004,0.002381418,2.331955416,0.448945576,0.462321723,0.204110647,0.198205205,-0.002991365,-0.003682324
0.1,0.7,1.5,1.5,0.808148423,0.002578431,2.328970814,0.446483832,0.460555436,0.203938516,0.19770747,-0.002658839,-0.003290038
0.1,0.7,2,1.5,0.803851036,0.002558636,2.325500907,0.443748281,0.458502128,0.203681365,0.197127232,-0.003158475,-0.003929179
0.1,0.7,4,1.5,0.795121383,0.002388031,2.319075689,0.437858427,0.454700952,0.203589642,0.196048501,-0.00169392,-0.002130392
0.1,0.9,1.1,1.5,0.829709111,0.003023489,2.344915156,0.456416728,0.469988534,0.206307768,0.200350241,-0.000978774,-0.001179659
0.1,0.9,1.2,1.5,0.82794445,0.002566679,2.343866469,0.461837697,0.469368814,0.203442123,0.200177854,-0.00198413,-0.002396453
0.1,0.9,1.5,1.5,0.82461855,0.00264565,2.341261636,0.456565425,0.467829389,0.204676954,0.199748932,-0.001219631,-0.001479024
0.1,0.9,2,1.5,0.820227221,0.002755144,2.3381461,0.454014927,0.465988061,0.204488743,0.199234593,-0.002108147,-0.002570199
0.1,0.9,4,1.5,0.811276049,0.002785034,2.332113692,0.449787572,0.462423033,0.203803622,0.198234798,-0.00178472,-0.002199892
0.1,1,1.1,1.5,0.835123614,0.002621151,2.34895027,0.459497128,0.472372298,0.206644127,0.201011751,-0.000810253,-0.000970219
0.1,1,1.2,1.5,0.833211899,0.002614931,2.347979527,0.458937621,0.471799002,0.206481647,0.200852896,-0.001706893,-0.00204857
0.1,1,1.5,1.5,0.830243907,0.002632291,2.345548881,0.469608864,0.470363384,0.200776557,0.200454487,-0.000967782,-0.00116566
0.1,1,2,1.5,0.826093906,0.00302667,2.342604767,0.454335247,0.468624332,0.206259896,0.199970711,-0.00202126,-0.002446768
0.1,1,4,1.5,0.817455424,0.003020757,2.336786541,0.453232574,0.465187539,0.204260305,0.199010971,-0.002719731,-0.003327069
0.1,1.2,1.1,1.5,0.843179588,0.00263741,2.354854307,0.464422314,0.475856654,0.206946717,0.201974002,-0.002165443,-0.002568187
0.1,1.2,1.2,1.5,0.841447644,0.002426293,2.354019484,0.463940256,0.475364156,0.206808315,0.201838319,-0.002086544,-0.002479707
0.1,1.2,1.5,1.5,0.838876098,0.002790302,2.35189926,0.468794394,0.474113169,0.203779275,0.201493204,-0.000947911,-0.001129977
0.1,1.2,2,1.5,0.835585927,0.002850898,2.34927239,0.472562995,0.472562995,0.201064628,0.201064628,0,0
0.1,1.2,4,1.5,0.827149364,0.002641836,2.343882215,0.458837933,0.469381748,0.20478203,0.200181971,-0.001791256,-0.002165577
0.3,0.5,1.1,1.5,1.274338252,0.004162378,2.816795651,0.725372625,0.769363675,0.289949353,0.273370488,-0.00499983,-0.003923472
0.3,0.5,1.2,1.5,1.268508309,0.004483727,2.811642896,0.721075656,0.766059081,0.289720626,0.272708065,-0.006029919,-0.004753551
0.3,0.5,1.5,1.5,1.254210213,0.004491605,2.799381993,0.71819223,0.75820903,0.28623324,0.271126405,-0.003977568,-0.003171373
0.3,0.5,2,1.5,1.236297301,0.004394123,2.785632409,0.691694888,0.749428415,0.291824911,0.269343669,-0.005970612,-0.004829431
0.3,0.5,4,1.5,1.207187555,0.0038445,2.761446086,0.699565355,0.734041818,0.279302822,0.266184532,-0.006724223,-0.005570156
0.3,0.7,1.1,1.5,1.369166229,0.005426222,2.907400061,0.78731164,0.827972922,0.299502903,0.284794484,-0.006551772,-0.004785228
0.3,0.7,1.2,1.5,1.36252272,0.004737322,2.902211195,0.78291181,0.824662881,0.29933018,0.284175678,-0.004751319,-0.003487148
0.3,0.7,1.5,1.5,1.3479104,0.004917248,2.889645327,0.772811002,0.816652699,0.298705521,0.282669626,-0.005382138,-0.003992949
0.3,0.7,2,1.5,1.330396569,0.005214749,2.875165403,0.760396015,0.807434743,0.298299697,0.280921651,-0.00406939,-0.00305878
0.3,0.7,4,1.5,1.297651411,0.003502574,2.848598442,0.745548844,0.790564701,0.294448137,0.27768185,-0.005231175,-0.004031264
0.3,0.9,1.1,1.5,1.429384387,0.00546557,2.964200458,0.834794475,0.864183105,0.301674653,0.291415479,-0.004928534,-0.003448012
0.3,0.9,1.2,1.5,1.424539435,0.005348799,2.959276404,0.821587374,0.861077121,0.304843129,0.290862757,-0.003579096,-0.002512458
0.3,0.9,1.5,1.5,1.409266334,0.005867869,2.947165486,0.820565097,0.853435541,0.301091171,0.289494512,-0.00532586,-0.003779172
0.3,0.9,2,1.5,1.391197024,0.005412067,2.932867497,0.809333014,0.844413521,0.30034159,0.28786413,-0.004213054,-0.003028366
0.3,0.9,4,1.5,1.358231892,0.004650092,2.905599663,0.776744863,0.827221531,0.303216082,0.284713979,-0.004710769,-0.00346831
0.3,1,1.1,1.5,1.452216832,0.005264256,2.985096156,0.852750102,0.877341418,0.302203525,0.293732955,-0.003996932,-0.002752297
0.3,1,1.2,1.5,1.44706421,0.005714041,2.980352355,0.848556123,0.874367096,0.302132838,0.293213995,-0.004213675,-0.002911878
0.3,1,1.5,1.5,1.431671881,0.005396843,2.968601841,0.838805843,0.866994238,0.301729499,0.291919433,-0.001152872,-0.000805263
0.3,1,2,1.5,1.415371529,0.005131004,2.954573872,0.827701373,0.858186486,0.301052403,0.290358205,-0.005076138,-0.003586435
0.3,1,4,1.5,1.381282468,0.004698376,2.927331261,0.786141439,0.84108158,0.307359457,0.287282485,-0.006340876,-0.004590572
0.3,1.2,1.1,1.5,1.488316926,0.004551322,3.017174662,0.859068161,0.897328382,0.310392077,0.297157602,-0.003560301,-0.002392166
0.3,1.2,1.2,1.5,1.48289723,0.005275864,3.012823991,0.87620847,0.89463167,0.302940532,0.296702061,-0.002997012,-0.002021052
0.3,1.2,1.5,1.5,1.469954627,0.004927776,3.001906326,0.831634345,0.887854916,0.315529765,0.295549853,-0.003814424,-0.002594926
0.3,1.2,2,1.5,1.45250364,0.005233524,2.98860175,0.856235172,0.879582635,0.302149738,0.294129536,-0.006150606,-0.004234486
0.3,1.2,4,1.5,1.419729957,0.004307865,2.961868383,0.814442898,0.86293689,0.308568727,0.29122826,-0.004797105,-0.003378886
0.5,0.5,1.1,1.5,1.534898976,0.006080629,3.072785241,0.877016933,0.943029109,0.330452879,0.307321129,-0.005278471,-0.00343897
0.5,0.5,1.2,1.5,1.525207935,0.004912343,3.065093968,0.898160712,0.937859831,0.319968018,0.306423938,-0.006603249,-0.004329409
0.5,0.5,1.5,1.5,1.503436345,0.005105767,3.046693951,0.871389213,0.926896699,0.323184169,0.303830188,-0.006493784,-0.004319294
0.5,0.5,2,1.5,1.479332407,0.005023333,3.025882828,0.874263164,0.913030491,0.314760617,0.301395863,-0.00676878,-0.004575564
0.5,0.5,4,1.5,1.43444448,0.004939653,2.988772136,0.824490139,0.88850902,0.320099571,0.297035746,-0.006185002,-0.004311775
0.5,0.7,1.1,1.5,1.693965725,0.006181622,3.224779481,1.023581344,1.049124877,0.333463615,0.32534462,-0.0060336,-0.003561819
0.5,0.7,1.2,1.5,1.683850232,0.006496174,3.216350616,1.0149704,1.043389095,0.333519858,0.324435807,-0.005163979,-0.003066769
0.5,0.7,1.5,1.5,1.660233185,0.00607681,3.195906256,0.98811178,1.02952793,0.335732595,0.322226646,-0.005014318,-0.003020249
0.5,0.7,2,1.5,1.631722458,0.006759978,3.172266868,0.971251477,1.013592022,0.333599368,0.319663999,-0.008076398,-0.004949615
0.5,0.7,4,1.5,1.578416744,0.005553821,3.128569071,0.896057925,0.984392677,0.345946703,0.314903079,-0.007278738,-0.004611417
0.5,0.9,1.1,1.5,1.803549521,0.005734096,3.327438866,1.059703813,1.11997964,0.355456754,0.33632654,-0.001816751,-0.00100732
0.5,0.9,1.2,1.5,1.792955267,0.006113408,3.318847473,1.039953635,1.114184304,0.359419387,0.33547367,-0.00733116,-0.004088869
0.5,0.9,1.5,1.5,1.768026537,0.007001043,3.297763912,1.064049469,1.099989513,0.344629542,0.333369434,-0.006200387,-0.003506954
0.5,0.9,2,1.5,1.737586956,0.005977601,3.272917577,1.020063095,1.083320113,0.351389789,0.330871505,-0.008120045,-0.004673173
0.5,0.9,4,1.5,1.682140608,0.00563549,3.22548644,0.980964684,1.051707864,0.349570738,0.326056846,-0.007892214,-0.004691768
0.5,1,1.1,1.5,1.846224666,0.006316983,3.3672499,1.117828688,1.146950399,0.349118339,0.34025403,-0.004383327,-0.002374211
0.5,1,1.2,1.5,1.835248858,0.006740281,3.358698605,1.086452418,1.141231615,0.356554709,0.339440058,-0.00453339,-0.002470177
0.5,1,1.5,1.5,1.810247969,0.007076565,3.337602407,1.055380084,1.127135187,0.360358128,0.337417193,-0.006180133,-0.00341397
0.5,1,2,1.5,1.780975094,0.006034489,3.312526059,1.055295931,1.110414379,0.352485275,0.334988706,-0.006339024,-0.0035593
0.5,1,4,1.5,1.723622894,0.006496823,3.263939071,0.993667362,1.078177293,0.358307518,0.330222579,-0.005033259,-0.002920163
0.5,1.2,1.1,1.5,1.913806297,0.007508643,3.431177971,1.157693283,1.187710311,0.355588113,0.346601327,-0.00667688,-0.003488796
0.5,1.2,1.2,1.5,1.904264975,0.007820752,3.422856375,1.127445412,1.182265766,0.362688286,0.345870832,-0.004937656,-0.002592946
0.5,1.2,1.5,1.5,1.880205658,0.00779062,3.402123494,1.148941607,1.170330048,0.349942027,0.343546639,-0.006708005,-0.003567697
0.5,1.2,2,1.5,1.849860334,0.006521657,3.377080788,1.111620246,1.153894501,0.354270288,0.341291188,-0.005542365,-0.002996099
0.5,1.2,4,1.5,1.791205725,0.006138967,3.327187777,1.081512804,1.121195521,0.349061941,0.336707515,-0.005260408,-0.002936797
0.1,0.5,1.1,2,0.899650485,0.002697521,2.923918319,0.48976183,0.506467985,0.179251384,0.173338668,-0.002653772,-0.002949781
0.1,0.5,1.2,2,0.897803885,0.002862138,2.92233102,0.488137636,0.505541573,0.179294032,0.173121598,-0.002298757,-0.002560422
0.1,0.5,1.5,2,0.892462679,0.002436797,2.918543678,0.485273375,0.503331435,0.179025669,0.172602752,-0.003268657,-0.003662514
0.1,0.5,2,2,0.886785951,0.002821546,2.914284873,0.481430403,0.500846787,0.178955395,0.172017811,-0.003628092,-0.004091283
0.1,0.5,4,2,0.876523627,0.002289557,2.90678543,0.479349653,0.496473457,0.177092054,0.170983994,-0.002531266,-0.002887847
0.1,0.7,1.1,2,0.927337167,0.002493438,2.947695734,0.506206501,0.520345302,0.18149203,0.176560536,-0.003308604,-0.003567854
0.1,0.7,1.2,2,0.926256639,0.002810356,2.946315989,0.495762091,0.519541908,0.184835778,0.176375708,-0.003120513,-0.003368951
0.1,0.7,1.5,2,0.921131059,0.002876949,2.942950927,0.502029635,0.51758246,0.181374253,0.175924142,-0.001642378,-0.001783001
0.1,0.7,2,2,0.915996343,0.002355869,2.939038685,0.514566747,0.515304439,0.175649235,0.175397781,-0.002573051,-0.002809019
0.1,0.7,4,2,0.906001103,0.002860293,2.931794229,0.492779706,0.511086799,0.180899171,0.174419375,-0.00324024,-0.003576419
0.1,0.9,1.1,2,0.944402605,0.003063368,2.960929209,0.510703952,0.528045704,0.184377497,0.178322284,-0.001929748,-0.002043353
0.1,0.9,1.2,2,0.943210722,0.002905153,2.959746464,0.513802402,0.527358413,0.18286649,0.178165816,-0.002071234,-0.00219594
0.1,0.9,1.5,2,0.938860549,0.003436911,2.956808701,0.506877798,0.525651071,0.184360848,0.177776525,-0.002155097,-0.002295439
0.1,0.9,2,2,0.932890707,0.003370209,2.953295033,0.504152426,0.523608769,0.184152524,0.177309754,-0.003051442,-0.003270953
0.1,0.9,4,2,0.924033078,0.002859799,2.946491803,0.498099628,0.519654238,0.184036147,0.176402557,-0.003961094,-0.004286745
0.1,1,1.1,2,0.950377746,0.003001555,2.965480467,0.51402726,0.530689244,0.184722466,0.178922758,-0.000491964,-0.000517651
0.1,1,1.2,2,0.94882079,0.003093803,2.964385485,0.530053491,0.530053491,0.178778552,0.178778552,0,0
0.1,1,1.5,2,0.945103588,0.003183676,2.961643828,0.511107459,0.528461416,0.184474809,0.178416906,-0.002578046,-0.002727792
0.1,1,2,2,0.938737897,0.003095716,2.958323093,0.508483357,0.526532727,0.184295394,0.177977808,-0.003241762,-0.00345332
0.1,1,4,2,0.929739426,0.002806757,2.951760716,0.502546805,0.522720808,0.184216521,0.177106827,-0.002736773,-0.002943591
0.1,1.2,1.1,2,0.959351911,0.003208092,2.972141045,0.520069435,0.534552933,0.184803541,0.179796363,-0.002954963,-0.003080166
0.1,1.2,1.2,2,0.957895644,0.003231586,2.971199174,0.519536572,0.534006846,0.184677475,0.179673169,-0.00324338,-0.003385943
0.1,1.2,1.5,2,0.954142939,0.003564943,2.968807152,0.517423196,0.532619696,0.184627559,0.179359836,-0.002504132,-0.002624483
0.1,1.2,2,2,0.950416846,0.003064164,2.965843654,0.521809118,0.53090071,0.182089004,0.178970759,-2.66E-05,-2.80E-05
0.1,1.2,4,2,0.941496908,0.003123909,2.95976297,0.525113341,0.52737273,0.178936157,0.178169552,-0.002374659,-0.002522216
0.3,0.5,1.1,2,1.443594641,0.00460324,3.485774792,0.816827702,0.856188115,0.257485542,0.245648496,-0.005449098,-0.003774673
0.3,0.5,1.2,2,1.43732024,0.005638526,3.480045308,0.792587768,0.852565669,0.26358026,0.245037418,-0.005681657,-0.003952951
0.3,0.5,1.5,2,1.420639935,0.004833408,3.466407976,0.79479582,0.843959318,0.258645659,0.24357867,-0.006268628,-0.004412538
0.3,0.5,2,2,1.402309576,0.004366772,3.451107788,0.781125253,0.83433066,0.258414125,0.241935013,-0.005345935,-0.003812236
0.3,0.5,4,2,1.36894443,0.003849955,3.424175377,0.775191145,0.817452616,0.252054709,0.239023736,-0.006148054,-0.004491091
0.3,0.7,1.1,2,1.548530964,0.00538309,3.586363863,0.888348765,0.919152766,0.265438678,0.256542906,-0.005349376,-0.003454484
0.3,0.7,1.2,2,1.542312613,0.004778866,3.580586728,0.890973405,0.915532858,0.263025958,0.255970205,-0.005370743,-0.003482266
0.3,0.7,1.5,2,1.525274167,0.005005712,3.566594653,0.88606872,0.906771743,0.260524842,0.25457665,-0.003188213,-0.002090256
0.3,0.7,2,2,1.505233716,0.005019791,3.55046729,0.871359167,0.897893834,0.26031275,0.252619956,-0.007992083,-0.00530953
0.3,0.7,4,2,1.469055941,0.00477037,3.520864943,0.845057581,0.879411788,0.259775752,0.249627616,-0.005558616,-0.003783801
0.3,0.9,1.1,2,1.616597077,0.005816895,3.649617293,0.940849095,0.958737826,0.26766921,0.26267487,-0.005091316,-0.003149403
0.3,0.9,1.2,2,1.609385939,0.00498529,3.644122185,0.936235026,0.955342968,0.26751324,0.262162672,-0.004079135,-0.002534591
0.3,0.9,1.5,2,1.593388538,0.006243968,3.630607815,0.897684215,0.946989881,0.275224741,0.26089498,-0.002120898,-0.001331061
0.3,0.9,2,2,1.574302636,0.006075022,3.614653643,0.887011281,0.937126292,0.274039766,0.259384851,-0.004410386,-0.002801485
0.3,0.9,4,2,1.536289925,0.00563829,3.584224226,0.88385389,0.918325761,0.266471118,0.256468395,-0.006905227,-0.004494742
0.3,1,1.1,2,1.641211356,0.005766575,3.672944633,0.929112609,0.973118121,0.277365827,0.264823028,-0.002516251,-0.001533167
0.3,1,1.2,2,1.635214429,0.005450997,3.667644298,0.928570139,0.969867695,0.276098335,0.2643419,-0.002979298,-0.001821962
0.3,1,1.5,2,1.618905434,0.005568715,3.654517338,0.911839413,0.96180975,0.277562543,0.263141922,-0.003721435,-0.002298735
0.3,1,2,2,1.600138216,0.004953107,3.63884866,0.907724796,0.952182253,0.274512152,0.26169516,-0.002696018,-0.001684866
0.3,1,4,2,1.562939862,0.004917368,3.6084214,0.871048929,0.933480908,0.27739889,0.258846222,-0.005941631,-0.003801574
0.3,1.2,1.1,2,1.680098787,0.006023994,3.708830894,0.956697691,0.994957912,0.278717042,0.267999226,-0.001786692,-0.001063445
0.3,1.2,1.2,2,1.673925756,0.006003213,3.703958871,0.96437664,0.99201144,0.275244183,0.267576612,-0.004013973,-0.00239794
0.3,1.2,1.5,2,1.659596354,0.005656631,3.691736378,0.949305307,0.984606595,0.276418332,0.266507853,-0.005379817,-0.003241642
0.3,1.2,2,2,1.641724763,0.005690603,3.676846855,0.936654212,0.97556665,0.276207836,0.265190731,-0.00456386,-0.002779918
0.3,1.2,4,2,1.604965467,0.004605043,3.646938374,0.915259354,0.957372558,0.274579667,0.262501371,-0.007372753,-0.004593714
0.5,0.5,1.1,2,1.73390691,0.005537925,3.766837554,0.988412479,1.044797879,0.293210351,0.277386446,-0.00388334,-0.002239647
0.5,0.5,1.2,2,1.723245375,0.006151171,3.758361183,0.977558949,1.03916103,0.293979921,0.276552617,-0.006153177,-0.003570691
0.5,0.5,1.5,2,1.697229898,0.005432609,3.738067308,0.991881072,1.025727099,0.28392436,0.274555677,-0.010823018,-0.006376872
0.5,0.5,2,2,1.670536377,0.005283341,3.715087778,0.978533904,1.010617209,0.281220315,0.272292625,-0.007756714,-0.004643248
0.5,0.5,4,2,1.621274099,0.004579371,3.67404369,0.932930285,0.985190596,0.282892456,0.267886174,-0.006332045,-0.003905598
0.5,0.7,1.1,2,1.910042646,0.006080753,3.933051413,1.103217063,1.158811811,0.309392545,0.294549237,-0.006376288,-0.003338296
0.5,0.7,1.2,2,1.898739124,0.006923362,3.923782158,1.104713648,1.152576714,0.306425818,0.29370087,-0.004709048,-0.002480092
0.5,0.7,1.5,2,1.87177538,0.006883216,3.901283046,1.102006191,1.137505748,0.301034,0.291639257,-0.00613478,-0.003277519
0.5,0.7,2,2,1.840706441,0.007219642,3.875238438,1.044252417,1.120173395,0.310278314,0.289248862,-0.006547369,-0.003556987
0.5,0.7,4,2,1.781634141,0.005577746,3.827011256,1.045657102,1.089824479,0.296453096,0.284438725,-0.008994188,-0.00504828
0.5,0.9,1.1,2,2.030337822,0.007989582,4.045625598,1.153289965,1.23418647,0.326612464,0.305204186,-0.00364859,-0.001797036
0.5,0.9,1.2,2,2.019578528,0.007213453,4.036158159,1.175779965,1.227899371,0.317899189,0.304405643,-0.004261022,-0.002109857
0.5,0.9,1.5,2,1.991506342,0.007244552,4.012916424,1.151555662,1.212497475,0.318441299,0.302435996,-0.002320182,-0.001165039
0.5,0.9,2,2,1.958855521,0.00604687,3.985508272,1.129605737,1.195948464,0.317314036,0.299711707,-0.005558624,-0.00283769
0.5,0.9,4,2,1.895859402,0.005576801,3.933119237,1.056223386,1.16158557,0.324662901,0.295214195,-0.007944452,-0.004190423
0.5,1,1.1,2,2.074364714,0.00684521,4.089459464,1.192250838,1.263437243,0.32732583,0.308883166,-0.00896607,-0.004322321
0.5,1,1.2,2,2.065701219,0.007627909,4.080018662,1.208900035,1.25723462,0.320439833,0.308120473,-0.005921329,-0.002866498
0.5,1,1.5,2,2.039231644,0.007421684,4.056724791,1.178161038,1.241943352,0.322803741,0.306225554,-0.006294061,-0.003086487
0.5,1,2,2,2.00475643,0.007755332,4.029025741,1.170257265,1.2238009,0.317858549,0.303951628,-0.007677323,-0.003829554
0.5,1,4,2,1.940482868,0.00680052,3.975307069,1.093542735,1.190345019,0.3255826,0.299105285,-0.00675073,-0.003478892
0.5,1.2,1.1,2,2.149901207,0.008335465,4.160152564,1.272758559,1.309446038,0.32344074,0.31437872,-0.008231809,-0.003828924
0.5,1.2,1.2,2,2.140638741,0.007233841,4.15092551,1.245392234,1.303535033,0.328339324,0.313694096,-0.00382299,-0.001785911
0.5,1.2,1.5,2,2.113225375,0.008274201,4.127943107,1.226269048,1.288789107,0.327874992,0.311969547,-0.005513446,-0.002609019
0.5,1.2,2,2,2.08074955,0.00723252,4.100188816,1.235191144,1.270961667,0.318828407,0.309855155,-0.00476264,-0.002288906
0.5,1.2,4,2,2.015115343,0.007082452,4.044882233,1.154529003,1.235481746,0.326986119,0.305560935,-0.007010604,-0.003479009
